"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Northern Mariana Islands","MNP","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","42","47","51","","65","72","79","85","92","99","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","2150","2300","2450","2600","2750","2948","3300","3600","3900","4193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","10","15","18","20","25","30","40","60","80","100","120","140","160","180","200","220","240","260","270","270","312","312","312","312","320","330","330","330","335","335","337","335","335","330","330","330","380","380","380","380","380","380","380","380","380","390","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","287","280","280","283","283","283","283","283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","198","200","210","215","350","450","550","692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","1600","1800","2000","2200","2400","2600","2870","3280","3950","4274","5097","5167","5058","4761","5136","6669","7135","7658","7888","7430","8009","7974","8909","10211","12000","14500","17000","20000","23000","26000","29000","31200","33725","38926","43295","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North America","NAC","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","5239829","5288419","5323003","5360633","5386950","6067990","6047214","5986877","5901686","5866478","5831294","5810168","5795867","5772368","5745876","5724515","5695658","5645933","5537137","5383440","5354646","5341040","5357040","5376040","5384040","5458118","5531248","5304840","5258042","5176746","5099999","5034954","5043022","5051087","5059154","5068557","5085290","5133750","5183165","5232625","5280606","5325195","5284778","5244367","5203955","5163541","","","","","","","","","","","","","","","","",
"Namibia","NAM","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","320","340","360","380","400","420","440","460","480","500","520","540","560","580","603","700","788","826","926","990","1050","1110","1175","1239","1260","1270","1280","1300","1320","1330","1635","1660","1685","1710","1735","1761","1787","1813","1839","1865","","1941","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","5","6","7","9","11","11","12","14","14","47","60","61","62","65","68","74","75","75","75","96","105","121","128","140","150","158","158","162","174","170","165","160","155","150","145","140","135","130","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","500","550","600","650","1000","1300","1600","1800","2350","2900","3450","4000","4550","5100","5650","6200","6750","7300","7850","8400","8950","9500","10050","10600","11150","11700","12250","12800","13350","13900","14450","15000","15550","16100","16650","17200","17750","18300","18850","19400","20006","21000","22000","23000","23000","23999","24800","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","130","150","180","200","250","300","350","400","450","500","550","600","650","768","1058","1316","1636","1900","2100","2200","2250","2300","2350","2400","2430","2450","2480","2500","2550","2600","2650","2700","2700","2700","2700","2700","2700","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","62000","70000","78000","86000","94000","102000","110400","118700","127000","135293","140000","144500","149100","153700","156529","160000","164000","168000","172957","178000","178000","180000","183000","183186","183373","183100","182850","182600","182450","182228","182000","180000","178000","176000","172596","167000","161000","155000","149530","148500","147500","146500","145500","144500","144600","","","","","","","","","","","","","","","","","",
"Norway","NOR","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","54800","59200","62800","68749","72000","75100","79200","81900","89167","90013","93968","95638","100072","102164","104752","109999","114815","121150","130202","130700","135900","139206","144439","145848","150000","154209","150605","153093","154696","153000","151500","150000","149000","148104","146000","143000","140000","137000","134342","134064","133786","133508","133229","132951","132673","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","180","190","200","215","225","320","420","510","610","794","800","900","1070","1240","1925","1580","1740","1910","2080","2514","2420","2591","2690","2770","2783","3200","3600","4018","4500","5000","5542","7800","10100","12400","14700","17000","19350","21700","24000","26300","28971","28971","28971","28971","28971","28971","28971","28971","","","","","","","","","","","","","","",
"Nauru","NRU","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","84156","85002","86427","89421","90985","91669","93688","95420","95500","96666","96300","96000","95600","95289","93500","92000","90152","88500","87000","92349","96000","100434","85926","84400","82900","81441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","9244087","9584264","9949959","10303576","10622199","11606266","11872289","12132281","12402202","12536441","12746828","12937862","13183148","13591842","13645195","13930224","14259683","14586673","14760912","15267778","15395393","15692276","15933092","16165711","16612422.57","16870305.14","17097945.71","17130119","17260150","16831907","16598516","16641291","16825442","17000172","17093528","17104891","17174153","17225062","17287845","17285258.5","16393845","16551492","14738790","14678617","14687300","","","","","","","","","","","","","","","","","",
"Oman","OMN","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","2","2","4","6","8","10","15","20","25","30","35","40","50","60","69","75","84","88","92","95","109","107","102","103","125","125","130","137","140","144","147","150","150","154","159","163","167","171","176","180","184","188","193","201","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","10829","11971","13242","14257","15354","17234","17418","18878","19356","19674","22461","23976","25088","25545","25880","26618","27629","28615","29703","30948","32031","33421","34601","35566","33958","34471","34995","36062","36520","38657","38001","87765","85338","85305","86129","84715","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","5500","6000","6500","7000","7388","9733","12500","15500","18909","21000","24000","30513","30165","33000","35714","48600","61500","74500","87400","97373","112000","122004","139652","157300","156633","178400","200000","222000","244000","265728","271903","283300","268080","252861","304992","320417","331000","342000","352600","326595","338884","351173","363462","401663","420702","439741","","","","","","","","","","","","","","","","",
"Panama","PAN","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","347","550","800","1000","1250","1450","1700","1900","2150","2400","2693","3000","3310","3610","3920","4230","4530","4840","5150","5458","5420","5380","5350","5310","5270","5240","5200","5160","5120","5090","5047","5340","5640","5945","6220","6500","6830","7135","7500","8066","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","6950","7385","7700","8000","8500","9000","9500","10000","10431","10976","11100","11200","11350","11500","11600","11650","11650","11750","11800","11900","11900","11900","11900","12000","12000","12500","12500","12500","12700","12700","12750","12800","13000","13000","13191","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","4100","4173","5226","5230","5235","5245","5252","6100","7000","6810","7212","7611","8367","9385","10410","10442","10616","10820","10962","10533","10208","9832","9374","8670","13200","17700","22200","26700","31200","35750","40250","42300","44400","46400","48500","50500","52600","54700","56800","58800","60900","62952","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","902","926","1148","1271","1066","1168","1230","1277","1371","1352","1342","1399","1249","1275","1261","1067","1147","1274","1306","1379","1429","1290","1224","1200","1180","1160","1150","1150","1150","1140","1140","1140","1140","1140","1140","1150","1160","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","71577","83341","96021","106789","131000","136689","151168","170863","192723","224531","248387","278761","319204","364763","401219","434043","472613","514460","573149","619353","669671","710199","757283","806491","924642","989503","1043509","1101264","1152644","1185000","1178760","1172140","1155600","1310690","1319388","1302908","1310500","1310510","1305510","1306700","1308520","1364579","1371340","1365400","1437183","1495287","1553390","1566340","1577290","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","38269","41003","42346","44312","47435","51894","56990","59404","66139","72566","71137","66554","67733","69655","71185","72107","73297","72468","72717","77520","81368","85924","93521","94918","97420","100987","100532","94746","94791","95357","97581","97586","98470","99489","113284","113944","117752","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","2650","2780","2980","3225","3430","3770","3950","3835","4000","4117","4287","4350","4300","4250","4200","4150","4100","3980","3839","3666","3556","3427","3112","3100","3080","3050","3000","3027","3000","2850","2780","2552","2612","2672","2732","2792","2852","2971","2981","2992","3002","3023","3069","3115","3161","3207","3255","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","9000","10000","12000","12500","13000","14000","16000","17000","18000","20000","21000","22000","23000","24000","25000","26000","27000","32800","38600","44300","50100","55900","61700","67500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","10748","11806","12891","14086","15535","17843","19076","21656","26900","32200","37500","42800","48100","53300","58600","63900","69200","74400","79700","85000","90300","95600","100800","106100","111400","116700","122000","127200","132548","132000","131473","131000","146589","148000","150087","152000","154393","160000","168495","169810","171130","172450","173800","175150","176394","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","3900","4000","4100","4200","4300","4400","4500","4600","4700","4800","4900","5000","5100","5200","5300","5500","5800","6200","6700","7300","8035","8800","9600","10400","11200","12000","12700","13500","14300","15100","15878","16460","17050","17635","18220","18800","19385","19970","20550","21135","21720","22300","22885","23470","24055","24640","25225","25823","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","38","50","62","74","86","108","130","152","244","491","544","831","985","1296","1444","1622","1769","1930","2430","2781","3203","3146","3554","3926","4180","4390","4652","4726","4784","4820","4850","4885","4920","4955","5012","5348","5927","6015","7131","7520","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","1064","1089","1116","1117","1328","1537","1741","1950","2151","2358","2571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","8998522","9323735","9666620","10006171","10293451","11255723","11491724","11715464","11955677","12049420","12218861","12351924","12536625","12850900","12820007","13018339","13275913","13498686","13571347","13981357","14000754","14217263","14376853","14509287","14786413","14922907","15042093","14978682","15019304","14511172","14252207","14827176","14979926","14981594","15026700","14975032","14900609","14916787","14939986","14893495.5","14093653","14187263","12316661","12226695","12140915","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","50","55","60","70","80","90","100","110","120","130","140","140","140","140","140","140","140","140","140","140","140","140","140","140","140","140","140","155","180","195","210","225","240","255","273","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","6","7","9","11","13","15","18","20","23","25","28","30","33","35","38","40","45","50","55","60","68","68","75","82","82","53","53","54","72","84","79","67","69","69","69","60","71","75","80","82","82","82","82","60","73","","","","","","","","","","","","","","","","","",
"Romania","ROU","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","51952","57500","65351","75386","81356","90810","92826","96368","101906","107290","114184","115606","116513","116816","119533","128024","138549","138840","139750","146592","155993","169000","167691","174005","184408","185208","183850","165100","151700","132882","132761","146790","158126","161223","163370","165281","163016","164756","163883","160053","164221","169240","169177","171811","173043","174563","174003","174790","176841","","","","","","","","","","","","","",
"Russian Federation","RUS","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1290720","1243340","1147500","1052105","966128","886490","856708","786783","747000","698000","646363","586024","531973","480333","439600","405661","364356","329980","","","","","","","","","","","","","",
"Rwanda","RWA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","20","25","28","33","37","40","43","48","64","64","65","72","80","84","80","80","80","82","82","84","84","84","84","84","85","85","86","88","90","90","87","84","81","78","75","72","69","66","63","60","57","56","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","42202","47888","54370","59326","64156","73965","90220","106810","123769","137916","185446","219483","233973","256421","284483","320670","377778","433298","489704","503006","551059","603638","648248","716785","770154","833402","903898","979553","1176325","1261148","1342687","1429365","1475183","1524766","1676316","1841033","2001870","2162122","2321905","2445122","2606974","2766222","2926249","431321","451486","472552","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","130","150","197","357","400","450","500","550","580","620","650","690","735","900","1000","1100","1300","1500","1700","1900","2100","2400","2700","3000","3400","3900","4400","5000","5600","6500","7100","8000","8600","9300","9469","9500","9600","9792","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","1700","1900","2100","2200","2300","2400","3000","3500","4462","4848","5820","7980","8100","8200","8900","9800","9800","9900","9400","9600","9700","9900","9900","10000","10100","10300","9800","9700","9500","9182","10451","10520","10600","10680","10760","10840","10920","11000","11039","11856","12500","13100","13680","16639","18127","19615","22590","25564","","","","","","","","","","","","","","",
"Senegal","SEN","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","190","170","180","210","250","250","250","270","280","300","310","330","340","360","370","380","400","420","440","460","460","460","460","460","460","470","470","480","480","490","500","550","550","550","550","560","570","580","600","609","618","627","636","645","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","6","6","6","6","6","7","7","7","7","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","100","105","110","115","120","125","130","135","140","145","150","155","160","165","170","170","144","110","110","317","345","380","410","440","470","480","500","500","480","200","150","135","120","110","100","90","81","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","1600","1650","1700","1750","1800","1850","2200","2300","2400","2500","2642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","750","750","750","780","780","800","830","850","880","910","940","1030","1130","1220","1290","1360","1440","1510","1580","1650","1720","1800","1820","1915","1875","1820","1750","1700","1670","1630","1600","1530","1450","1380","1300","1250","1150","1000","1000","1000","1000","1050","1180","1290","1371","1371","","","","","","","","","","","","","","","","",
"Serbia","SRB","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6793","6279","5844","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","172506","180415","184638","190469","198126","205896","214582","218483","227894","237231","236986","235170","235582","238979","241287","248924","250736","249874","251051","251638","254958","254040","253686","254615","254614","254979","246510","238500","235505","233231","230322","221514","213078","218638","224909","208847","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","172509","180420","184644","190476","198135","205905","214594","218497","227906","237250","237010","235196","235610","239009","241287","248924","250736","249874","251051","251638","254958","254040","253686","254615","254614","254979","246510","238500","235505","233231","230322","221514","213078","218638","224909","208847","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","20022","21408","23086","25435","27763","31026","28177","30141.52","31363.12","32071.72","33390.08","35311.08","36903.88","37580.04","38445.48","39845.32","41262.32","39167","40568","41261","43583","45347","46855","47922","46947","46871","47624","49101","49782","51582","","100998","98502","98396","99154","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","10","20","20","30","40","60","80","100","110","114","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","580","590","600","730","760","790","820","850","901","920","940","960","980","990","1010","1030","1050","1070","1090","1100","1120","1140","1160","1180","1202","1183","1164","1145","1126","1107","1088","1069","1050","1032","1013","994","975","956","937","918","899","880","861","988","869","758","885","1013","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30851","32810","27746","26650","25726","25067","23913","23479","23102","22046","22615","22053","21837","22748","21182","21372","","","","","","","","","","","","","","",
"Slovenia","SVN","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80000","85000","87000","89283","89283","104751","107000","111000","114188","108166","108166","106700","105250","103756","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","148245","153000","166532","170000","170000","174067","170000","167000","175000","180000","181519","182000","182514","185200","187000","188800","190000","187000","185000","181000","189654","188500","187300","186200","185000","183828","180000","177000","174000","171000","167328","168900","170000","171500","172470","172500","172400","172300","172000","165000","163900","162800","161700","160600","159590","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","623","670","700","730","760","800","840","880","1000","1153","1479","1812","1849","1946","1935","2310","2873","2873","2873","2873","2873","3180","3480","3787","3500","3354","3360","3373","3504","4120","5246","4274","4021","3118","3024","2985","3119","2920","3805","3913","1392","1445","1499","1499","1522","1522","1550","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","3","5","6","7","9","9","12","14","12","19","24","26","28","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","4314","5591","6698","7274","7675","7424","7204","8115","8756","9031","9606","10374","11574","12864","15303","18567","20672","23329","25340","27544","31387","35533","37216","37920","43959","47573","52400","54900","58919","62557","65594","69352","72782","78150","86141","86652","87442","93327","95649","97660","100347","103636","103626","104583","106131","107946","108425","109890","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","18","18","28","28","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","80814","85839","93353","101527","109854","138458","165342","198251","226706","176920","204628","247649","293736","342309","409827","464527","542791","640750","756191","836617","889548","912121","945570","972619","982821","1008207","1028393","1032686","1023887","1006560","999932","995614","990747","1036110","1054186","1057350","1118125","1226550","1380323.5","1677594","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4563959","4502984","4506461","4365727","4216319","4098824","4016833","3918313","3847628","3884654","3891566","3842173","3767346","3775131","3816434","3855218","3722537","","","","","","","","","","","","","","",
"Togo","TGO","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","30","33","35","40","47","48","50","55","57","60","65","65","68","70","72","74","76","78","80","82","83","85","87","90","92","95","98","100","100","100","97","95","90","88","85","83","80","80","80","80","80","88","94","96","108","125","129","129","","","","","","","","","","","","","","",
"Thailand","THA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","5000","5000","5000","5000","5000","5000","5000","5000","5000","7000","7000","7000","7000","7000","7000","7000","10000","13283","16000","18000","20824","22000","25000","30000","31415","34823","40450","45544","51279","57739","65010","79801","98096","120751","148841","183704","218237","282057","351171","439139","553623","697956","","","","","","","","","","","","","","","","","","","","",
"Tajikistan","TJK","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35727","34301","32875","31449","30023","28597","27171","25745","24319","22893","20035","22162","21150","19947","18839","17295","15951","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62740","52304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","367385","395279","423936","452914","478390","501415","521288","544220.52","567364.12","579136.72","600146.08","623099.08","653715.88","667645.04","763890.48","797262.32","824448.32","847643","911919","970682","1072856","1093914","1124889","1156220","1207765.57","1270266.14","1330722.71","1387096","1419575","1456170","1486279","1493944","1500829","1510488","1517546","1510469","1513865","1483858","1477451","1471640","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","7","8","8","8","8","10","20","40","60","98","101","100","100","100","100","98","98","98","98","98","98","95","95","95","95","95","95","95","93","93","93","93","93","90","90","90","90","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","78720","83900","88995","95489","101872","109696","125145","129948","137132","143074","149633","159740","176336","191406","207930","221771","232838","255337","279912","297645","322943","346128","375817","411344","457845","493494","520276","538689","543186","575823","597326","607057","634477","638858","672460","672075","735792","682533","688742","638223","645277","589945","592511","589282","634372","652999","668993","","","","","","","","","","","","","","","",
"Tonga","TON","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","95","95","95","95","100","100","100","105","105","105","105","105","105","110","110","110","110","110","115","115","115","115","115","115","115","115","120","120","125","130","135","135","140","140","146","146","140","135","128","120","","172","215","243","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","42202","47888","54370","59326","64156","73965","90220","106810","123769","137916","185446","219483","233973","256421","284483","320670","377778","433298","489704","503006","551059","603638","648248","716785","770154","833402","903898","979553","1176325","1261148","1342687","1429365","1475183","1524766","1676316","1841033","2001870","2162122","2321905","2445122","2606974","2766222","2926249","431321","451486","472552","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","172509","180420","184644","190476","198135","205905","214594","218497","227906","237250","237010","235196","235610","239009","241287","248924","250736","249874","251051","251638","254958","254040","253686","254615","254614","254979","246510","238500","235505","233231","230322","221514","213078","218638","224909","208847","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","1800","1800","1800","1800","1800","1900","2000","2153.52","2553.12","2556.72","2530.08","2692.08","2900.88","2777.04","3066.48","3478.32","3838.32","3900","3950","3100","4030","4100","4125","4175","4220","4270","4300","4350","4415","4460","4500","4550","4600","4650","4700","4750","4800","4850","4900","4950","5000","5100","5100","5129","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","10300","10654","11594","12429","14000","16000","18131","19000","20000","21000","22000","23500","23500","23800","24200","24500","24800","25200","25500","25800","26200","26600","26000","26000","26100","26100","26000","26000","25131","23982","25554","27474","28450","31450","33540","33400","33250","33100","32900","32700","32550","32293","33348","34982","37171","38884","40647","40438","","","","","","","","","","","","","","",
"Turkiye","TUR","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","42488","43343","50034","51386","52964","63999","73874","84345","95709","104640","117639","134833","155710","200082","242456","281479","320022","369420","401935","435283","457425","489813","512282","555227","582291","611052","635526","652702","670350","689650","701074","725933","746283","763529","776863","807303","874995","902513","924471","941835","937641","951400","983626","994061","1006196","1022546","1039120","1052975","","","","","","","","","","","","","","",
"Tuvalu","TUV","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","","",
"Tanzania","TZA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","16550","16600","16650","16700","16750","16800","16850","16900","16950","17000","16898","15800","15100","14300","13600","12700","11800","11200","10400","10000","9500","9300","8700","8500","8000","7500","7262","7295","7330","7365","7400","7435","7470","7500","7525","8480","10435","12390","14345","16300","18255","21207","","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","525","530","540","540","579","824","940","1050","1170","1280","1400","1510","1630","1743","1731","1656","2076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
